연도,광역,시군구,시설명,사업자등록번호,시설군
2020,부산,동래구,세븐PC ZONE,594-23-00649,PC영업시설
2020,부산,동래구,세화병원,607-96-14652,의료기관
2020,부산,동래구,수안역,605-82-09189,지하역사
2020,부산,동래구,스펀지어린이집,607-80-09653,어린이집
2020,부산,동래구,스페셜 PC방,607-16-21184,PC영업시설
2020,부산,동래구,승원어린이집,607-80-04186,어린이집
2020,부산,동래구,아망떼PC존 동래점,538-01-00268,PC영업시설
2020,부산,동래구,양덕어린이집,607-82-66186,어린이집
2020,부산,동래구,에스케이허브스카이위아/n㈜위아에셋,305-86-39175,대규모점포
2020,부산,동래구,에스케이허브스카이위아/n㈜위아에셋,305-86-39175,실내주차장
2020,부산,동래구,예능어린이집,607-80-03339,어린이집
2020,부산,동래구,우리들어린이집,607-80-10510,어린이집
2020,부산,동래구,유토피아 PC,602-06-27409,PC영업시설
2020,부산,동래구,으뜸요양병원,607-91-46727,의료기관
2020,부산,동래구,의료법인 강혜의료재단 온천사랑의요양병원,197-82-00090,의료기관
2020,부산,동래구,이화어린이집,607-80-10688,어린이집
2020,부산,동래구,좋은날에 드라마산후조리원,322-87-00750,산후조리원
2020,부산,동래구,좋은날에 드라마여성병원,158-99-00282,의료기관
2020,부산,동래구,주영어린이집,763-80-01835,어린이집
2020,부산,동래구,준요양병원,817-90-00355,의료기관
2020,부산,동래구,충렬사역,605-82-09189,지하역사
2020,부산,동래구,한독온천어린이집,607-80-10975,어린이집
2020,부산,동래구,한빛어린이집,607-80-10067,어린이집
2020,부산,동래구,한화생명(주)명륜동사옥,116-81-13925,실내주차장
2020,부산,동래구,해양자연사박물관,607-83-05361,박물관
2020,부산,동래구,허심청,607-81-45864,실내주차장
2020,부산,동래구,허심청,607-81-45864,목욕장
2020,부산,동래구,현대어린이집,529-80-01026,어린이집
2020,부산,동래구,혜화어린이집,607-80-02631,어린이집
2020,부산,동래구,홈플러스(주) 동래점,220-81-60348,대규모점포
2020,부산,동래구,홈플러스(주) 동래점,220-81-60348,실내주차장
2020,부산,부산진구,(의)브니엘의료재단 온종합병원,605-82-11399,의료기관
2020,부산,부산진구,(의)브니엘의료재단 온종합병원,605-82-11399,장례식장
2020,부산,부산진구,(의)브니엘의료재단 일어나걸어라온병원,368-82-00256,의료기관
2020,부산,부산진구,(의)영님의료재단 개금중앙요양병원,605-81-12291,의료기관
2020,부산,부산진구,(의)청십자의료재단 행복한요양병원,605-82-14566,의료기관
2020,부산,부산진구,(의)청십자의료재단 행복한요양병원,605-82-14566,노인요양시설
2020,부산,부산진구,(주)LG화학 과학관,107-81-98139,실내주차장
2020,부산,부산진구,(주)시민장례식장,605-81-62004,장례식장
2020,부산,부산진구,21세기라파병원,605-92-35750,의료기관
2020,부산,부산진구,A1프라자,605-81-75095,실내주차장
2020,부산,부산진구,CGV서면12,104-81-45690,영화상영관
2020,부산,부산진구,CGV서면삼정타워,369-88-01361,영화상영관
2020,부산,부산진구,CGV서면삼정타워,369-88-01361,어린이집
2020,부산,부산진구,COSTAR PC 서면본점,208-32-92503,PC영업시설
2020,부산,부산진구,GEEK STAR PC CAFE,739-02-01135,PC영업시설
2020,부산,부산진구,MEGA 3POP 부산본점,713-03-00994,PC영업시설
2020,부산,부산진구,NC백화점,605-85-44270,실내주차장
2020,부산,부산진구,NC백화점,605-85-44270,대규모점포
2020,부산,부산진구,OX PC방 양점점,519-78-00221,PC영업시설
2020,부산,부산진구,PAGODA어학원,605-85-13267,학원
2020,부산,부산진구,PC COOK,775-03-00783,PC영업시설
2020,부산,부산진구,PC쿠치나,261-59-00087,PC영업시설
2020,부산,부산진구,PC토랑 개금점,111-11-11111,PC영업시설
2020,부산,부산진구,PC토랑 부산양정점,154-07-00761,PC영업시설
2020,부산,부산진구,SK텔레콤㈜부암사옥,605-85-14077,실내주차장
2020,부산,부산진구,TOP PC SEASON 2,205-14-99177,PC영업시설
2020,부산,부산진구,YBM어학원,605-85-31421,학원
2020,부산,부산진구,가야교회,136-82-62223,실내주차장
2020,부산,부산진구,가야벽산상가,605-81-61360,대규모점포
2020,부산,부산진구,가야스파벨리24사우나 찜질 헬스,605-23-77230,목욕장
2020,부산,부산진구,가야역,605-82-09189,지하역사
2020,부산,부산진구,가족사랑요양병원,605-92-40345,의료기관
2020,부산,부산진구,개금길요양병원,517-97-00361,의료기관
2020,부산,부산진구,개금역,605-82-09189,지하역사
2020,부산,부산진구,개금천사어린이집,605-82-10798,어린이집
2020,부산,부산진구,개원어린이집,605-80-02561,어린이집
2020,부산,부산진구,공단기고시학원,613-85-23223,학원
2020,부산,부산진구,교보리얼코㈜부산진구점,102-81-12136,실내주차장
2020,부산,부산진구,국제백양상가,318-82-64110,대규모점포
2020,부산,부산진구,굿모닝성모안과의원,605-90-44293,의료기관
2020,부산,부산진구,금강핼씨랜드,605-86-19685,목욕장
2020,부산,부산진구,금호그랜드타운,605-82-64713,대규모점포
2020,부산,부산진구,네오스파,147-88-01188,실내주차장
2020,부산,부산진구,네오스파,147-88-01188,목욕장
2020,부산,부산진구,노인요양시설효림원,605-82-12573,노인요양시설
2020,부산,부산진구,농협하나로클럽 부전점,605-85-40221,실내주차장
2020,부산,부산진구,농협하나로클럽 부전점,605-85-40221,대규모점포
2020,부산,부산진구,누리엔,617-81-75142,대규모점포
2020,부산,부산진구,누리엔,617-81-75142,실내주차장
2020,부산,부산진구,다나사요양병원,605-82-11216,의료기관
2020,부산,부산진구,다사랑어린이집,605-80-03328,어린이집
2020,부산,부산진구,대성문빌딩,705-85-01469,실내주차장
2020,부산,부산진구,더락pc카페,865-34-00023,PC영업시설
2020,부산,부산진구,더락PC카페,605-27-49014,PC영업시설
2020,부산,부산진구,더샾센트럴스퀘어,605-85-39175,대규모점포
2020,부산,부산진구,동의대역,605-82-09189,지하역사
2020,부산,부산진구,동의대학교부속동의어린이집,605-82-73736,어린이집
2020,부산,부산진구,동의의료원,605-82-04243,의료기관
2020,부산,부산진구,로떼 PC Cafe,431-05-00534,PC영업시설
2020,부산,부산진구,롯데백화점,605-85-09915,지하도상가
2020,부산,부산진구,롯데백화점,605-85-09915,대규모점포
2020,부산,부산진구,롯데부산면세점,605-85-33088,대규모점포
2020,부산,부산진구,롯데쇼핑㈜ 롯데키즈마트 부산점,605-85-38180,대규모점포
2020,부산,부산진구,롯데시네마 부산본점관,215-85-13462,영화상영관
2020,부산,부산진구,롯데시네마 서면,215-85-13462,영화상영관
2020,부산,부산진구,메리움,605-85-14887,실내주차장
2020,부산,부산진구,메리움,605-85-14887,대규모점포
2020,부산,부산진구,명품럭셔리 피시존,605-20-69836,PC영업시설
2020,부산,부산진구,모스트PC,746-11-01339,PC영업시설
2020,부산,부산진구,목화사우나,604-07-11045,목욕장
2020,부산,부산진구,미라클투PC방,705-13-00478,PC영업시설
2020,부산,부산진구,미래산후조리원(신관),605-92-21519,산후조리원
2020,부산,부산진구,미래여성병원,605-90-57084,의료기관
2020,부산,부산진구,미래여성산후조리원,546-02-00306,산후조리원
2020,부산,부산진구,밝은눈안과병원,607-90-94407,의료기관
2020,부산,부산진구,밝은세상안과의원,605-90-45744,의료기관
2020,부산,부산진구,백산어린이집,605-80-05724,어린이집
2020,부산,부산진구,백양산한가족스포츠센터,684-39-00147,목욕장
2020,부산,부산진구,백양산한가족스포츠센터,684-39-00147,실내주차장
2020,부산,부산진구,범내골역,605-82-09189,지하역사
2020,부산,부산진구,보현어린이집,605-82-09307,어린이집
2020,부산,부산진구,부산 상수도사업본부,604-83-01804,실내주차장
2020,부산,부산진구,부산립 시민도서관,605-83-00166,도서관
2020,부산,부산진구,부산청어린이집,605-80-05118,어린이집
2020,부산,부산진구,부산교통공사 휴메트로어린이집,605-80-07305,어린이집
2020,부산,부산진구,부산도시공사,605-82-05238,실내주차장
2020,부산,부산진구,"부산롯데월드(백화점,호텔 주차장)",605-81-09668,목욕장
2020,부산,부산진구,"부산롯데월드(백화점,호텔 주차장)",605-81-09668,실내주차장
2020,부산,부산진구,부산백병원장례식장,574-85-01206,장례식장
2020,부산,부산진구,부산시민공원,605-82-05242,실내주차장
2020,부산,부산진구,부산시설공단 서면몰,621-81-47984,지하도상가
2020,부산,부산진구,부산시설공단 중앙몰,605-82-05242,지하도상가
2020,부산,부산진구,부산시티센터,607-81-86278,실내주차장
2020,부산,부산진구,부산여자대학교,605-82-00311,실내주차장
2020,부산,부산진구,부산전문건설회관,211-86-40703,실내주차장
2020,부산,부산진구,부산전자종합시장,605-82-02793,대규모점포
2020,부산,부산진구,부산제2항운병원,734-96-00412,의료기관
2020,부산,부산진구,부산진구 노인의료센터,605-82-12063,노인요양시설
2020,부산,부산진구,부산진구사회복지관어린이집,605-82-08410,어린이집
2020,부산,부산진구,부산진구청,605-83-00021,실내주차장
2020,부산,부산진구,부산진구청어린이집,605-80-08100,어린이집
2020,부산,부산진구,부산코레일새싹어린이집,605-80-05438,어린이집
2020,부산,부산진구,부산파이낸스센터,605-85-37779,실내주차장
2020,부산,부산진구,부암역,605-82-09189,지하역사
2020,부산,부산진구,부전역,605-82-09189,지하역사
2020,부산,부산진구,사단법인청색회 연지그린요양병원,605-82-13494,의료기관
2020,부산,부산진구,사학연금관리공단부산회관,604-82-03386,실내주차장
2020,부산,부산진구,삼성생명보험㈜부산총국,604-85-04635,실내주차장
2020,부산,부산진구,삼정기업빌딩,605-82-10347,실내주차장
2020,부산,부산진구,서면시장,605-82-00024,대규모점포
2020,부산,부산진구,서면역(1호선),605-82-09189,지하역사
2020,부산,부산진구,서면역(2호선),605-82-09189,지하역사
2020,부산,부산진구,서면전자랜드,605-85-09690,대규모점포
2020,부산,부산진구,서면종합시장,605-82-02546,대규모점포
2020,부산,부산진구,서면중앙시장,605-82-02605,대규모점포
2020,부산,부산진구,선재노인전문요양원,605-82-12874,노인요양시설
2020,부산,부산진구,성가병원,604-96-02007,의료기관
2020,부산,부산진구,세흥병원,605-90-07342,의료기관
2020,부산,부산진구,수 피시방,605-13-75932,PC영업시설
2020,부산,부산진구,수요양병원,605-82-11915,의료기관
2020,부산,부산진구,수장례식장,404-87-01750,장례식장
2020,부산,부산진구,시민장례식장,605-81-62004,실내주차장
2020,부산,부산진구,시설관리공단 부전몰,605-85-04356,지하도상가
2020,부산,부산진구,신라요양병원,114-97-32683,의료기관
2020,부산,부산진구,신선사우나휘트니스,605-24-79652,목욕장
2020,부산,부산진구,아이사랑산후조리원,605-17-50735,산후조리원
2020,부산,부산진구,아이온시티,605-81-45626,실내주차장
2020,부산,부산진구,아이온시티,605-81-45626,대규모점포
2020,부산,부산진구,아프리카TV PC방,620-81-10886,PC영업시설
2020,부산,부산진구,알리안츠생명㈜부산사옥,214-81-04337,실내주차장
2020,부산,부산진구,애림요양원,609-82-19525,노인요양시설
2020,부산,부산진구,양정미라클PC방,104-35-10063,PC영업시설
2020,부산,부산진구,양정삼성어린이집,605-80-03541,어린이집
2020,부산,부산진구,양정시장,605-82-08706,실내주차장
2020,부산,부산진구,양정시장,605-82-08706,대규모점포
2020,부산,부산진구,양정역,605-82-09189,지하역사
2020,부산,부산진구,양정역 퀸즈팰리스,617-86-07896,실내주차장
2020,부산,부산진구,양정요양병원,605-92-22575,의료기관
2020,부산,부산진구,양정현대어린이집,605-80-07834,어린이집
2020,부산,부산진구,양정현대프라자,605-80-01733,대규모점포
2020,부산,부산진구,양정현대프라자,605-80-01733,실내주차장
2020,부산,부산진구,에듀윌부산학원,251-85-00212,학원
2020,부산,부산진구,에메랄드스파 24시,605-86-14211,목욕장
2020,부산,부산진구,에메랄드홈,514-81-95117,실내주차장
2020,부산,부산진구,엘림어린이집,605-82-05107,어린이집
2020,부산,부산진구,연지꿈동산어린이집,605-82-80130,어린이집
2020,부산,부산진구,오성병원,604-96-07002,의료기관
2020,부산,부산진구,워터캐슬사우나음이온찜질방24헬쓰,605-19-18025,목욕장
2020,부산,부산진구,유원골든타워 오피스텔,605-82-75748,실내주차장
2020,부산,부산진구,의료법인 사랑나눔의료재단 에보스요양병원,605-82-12379,의료기관
2020,부산,부산진구,의료법인 상봉의료재단,605-82-14867,의료기관
2020,부산,부산진구,의료법인 정선의료재단 온요양병원,368-82-00256,의료기관
2020,부산,부산진구,의료법인 정선의료재단 온요양병원,368-82-00256,실내주차장
2020,부산,부산진구,의료법인 청십자의료재단 행복한병원,605-82-10105,의료기관
2020,부산,부산진구,이마트 트레이더스 서면점,206-86-50913,대규모점포
2020,부산,부산진구,이샘병원,605-91-66601,의료기관
2020,부산,부산진구,인제대학교부산백병원,605-82-02148,의료기관
2020,부산,부산진구,자드PC,570-33-00846,PC영업시설
2020,부산,부산진구,전포동연수어린이집,605-82-03244,어린이집
2020,부산,부산진구,전포역,605-82-09189,지하역사
2020,부산,부산진구,전포역,605-82-09189,실내주차장
2020,부산,부산진구,제스트PC,651-23-00789,PC영업시설
2020,부산,부산진구,조방해수탕,605-16-13164,목욕장
2020,부산,부산진구,종단대순진리회,207-82-04296,실내주차장
2020,부산,부산진구,쥬디스태화(본관),605-86-12945,대규모점포
2020,부산,부산진구,쥬디스태화(신관),605-81-60520,실내주차장
2020,부산,부산진구,쥬디스태화(신관),605-81-60520,대규모점포
2020,부산,부산진구,지오플레이스,459-86-00564,대규모점포
2020,부산,부산진구,참병원,605-92-38738,의료기관
2020,부산,부산진구,청맥병원,606-91-60274,의료기관
2020,부산,부산진구,초원사랑어린이집,605-80-02557,어린이집
2020,부산,부산진구,춘해병원,602-82-00286,의료기관
2020,부산,부산진구,케이티앤지 부산상상마당타워,451-85-00582,대규모점포
2020,부산,부산진구,케이티앤지 부산상상마당타워,451-85-00582,실내주차장
2020,부산,부산진구,크로바어린이집,605-80-02218,어린이집
2020,부산,부산진구,평화시장,604-82-00230,대규모점포
2020,부산,부산진구,피에스타,506-81-02280,대규모점포
2020,부산,부산진구,피에스타,506-81-02280,실내주차장
2020,부산,부산진구,하늘성형외과의원,605-24-85358,의료기관
2020,부산,부산진구,한나어린이집,605-80-08662,어린이집
2020,부산,부산진구,한빛병원,363-93-00316,의료기관
2020,부산,부산진구,한빛어린이집,605-80-06005,어린이집
2020,부산,부산진구,한사랑요양병원,551-97-00508,의료기관
2020,부산,부산진구,한화생명 부산진원단 사옥,605-85-18898,실내주차장
2020,부산,부산진구,현대캐피탈주식회사,605-81-71537,실내주차장
2020,부산,부산진구,홈플러스 가야점,220-81-60348,대규모점포
2020,부산,부산진구,홈플러스 가야점,220-81-60348,실내주차장
2020,부산,부산진구,홈플러스 스토어즈 서면점,314-81-11803,실내주차장
2020,부산,부산진구,홈플러스 스토어즈 서면점,314-81-11803,대규모점포
2020,부산,부산진구,화승삼성아파트상가,605-82-60959,대규모점포
2020,부산,부산진구,효성해수탕,621-07-38355,목욕장
2020,부산,부산진구,휴병원,605-91-77923,의료기관
2020,부산,부산진구,힘내라리츠,411-86-01921,실내주차장
2020,부산,부산진해경제자유구역청,꿈바위어린이집,608-00-05412,어린이집
2020,부산,부산진해경제자유구역청,동구네PC카페,507-57-00276,PC영업시설
2020,부산,부산진해경제자유구역청,무궁화어린이집,606-82-10199,어린이집
2020,부산,부산진해경제자유구역청,스타필드시티명지점,112-85-41882,실내주차장
2020,부산,부산진해경제자유구역청,스타필드시티명지점,112-85-41882,대규모점포
2020,부산,부산진해경제자유구역청,아이앤락pc카페,753-50-00074,PC영업시설
2020,부산,부산진해경제자유구역청,에코파랑새어린이집,715-80-00837,어린이집
2020,부산,부산진해경제자유구역청,이마트트레이더스명지점,206-86-50913,대규모점포
2020,부산,부산진해경제자유구역청,인디고PC방,784-45-00259,PC영업시설
2020,부산,북구,CGV 화명점,104-81-45690,영화상영관
2020,부산,북구,OX PC화명본점,637-28-00766,PC영업시설
2020,부산,북구,pc cook,606-38-31906,PC영업시설
2020,부산,북구,pc타운,718-03-00780,PC영업시설
2020,부산,북구,가빈어린이집,606-80-15263,어린이집
2020,부산,북구,경희요양병원,606-91-64004,의료기관
2020,부산,북구,구남역,605-82-09189,지하역사
2020,부산,북구,구명역,605-82-09189,지하역사
2020,부산,북구,구포부민병원,606-82-09538,의료기관
2020,부산,북구,구포성심병원,606-96-03109,의료기관
2020,부산,북구,구포일심요양병원,606-82-12843,의료기관
2020,부산,북구,국민건강보험공단/n부산지역본부,605-82-06348,실내주차장
2020,부산,북구,굿윌치과병원,606-90-38760,의료기관
2020,부산,북구,금정산뉴웰시티어린이집,606-80-01571,어린이집
2020,부산,북구,꼬마대통령어린이집,813-80-00219,어린이집
2020,부산,북구,꿈동산어린이집,606-80-17164,어린이집
2020,부산,북구,남산정역,605-82-09189,지하역사
2020,부산,북구,남산정요양병원,606-91-80168,의료기관
2020,부산,북구,노벨어린이집,606-91-91966,어린이집
2020,부산,북구,뉴코아 덕천점,606-85-29516,대규모점포
2020,부산,북구,뉴코아 덕천점,606-85-29516,실내주차장
2020,부산,북구,다사랑요양병원,606-82-09601,의료기관
2020,부산,북구,더락PC카페,440-06-01140,PC영업시설
2020,부산,북구,더락PC카페 덕천점,703-09-00500,PC영업시설
2020,부산,북구,더미즈웰산부인과,606-91-46705,의료기관
2020,부산,북구,덕양어린이집,606-82-05283,어린이집
2020,부산,북구,덕천3동 공영주차장,606-83-01571,실내주차장
2020,부산,북구,덕천역(2호선),605-82-09189,지하역사
2020,부산,북구,덕천역(3호선),605-82-09189,지하역사
2020,부산,북구,덕천요양병원,606-91-91928,의료기관
2020,부산,북구,덕천지하상가 태아쇼핑,607-81-78647,실내주차장
2020,부산,북구,덕천지하상가 태아쇼핑,607-81-78647,지하도상가
2020,부산,북구,동원역,605-82-09189,지하역사
2020,부산,북구,로뎀노인요양원,606-82-67033,노인요양시설
2020,부산,북구,롯데쇼핑㈜/n롯데마트 화명점,606-85-12413,대규모점포
2020,부산,북구,롯데쇼핑㈜/n롯데마트 화명점,606-85-12413,실내주차장
2020,부산,북구,리치웰휘트니스덕천스파,816-58-00124,목욕장
2020,부산,북구,리틀해오름어린이집,606-80-16210,어린이집
2020,부산,북구,만덕역,605-82-09189,지하역사
2020,부산,북구,맑은샘,577-09-00541,목욕장
2020,부산,북구,맘스웰 산후조리원,666-87-00228,산후조리원
2020,부산,북구,맥켄지화명일신기독병원,606-82-13615,의료기관
2020,부산,북구,메가박스 덕천점,606-85-44119,영화상영관
2020,부산,북구,무지개언덕/n노인전문요양센터,606-82-09125,노인요양시설
2020,부산,북구,미래로병원,606-91-32481,의료기관
2020,부산,북구,미래로병원,606-91-32481,산후조리원
2020,부산,북구,미래로병원,606-91-32481,실내주차장
2020,부산,북구,베스티안부산병원,359-82-00062,의료기관
2020,부산,북구,부민병원,606-82-11790,의료기관
2020,부산,북구,부산립구포도서관,606-83-02454,도서관
2020,부산,북구,부산노인전문제1병원,606-82-07452,의료기관
2020,부산,북구,부산은빛요양병원/n(구.참행복 요양병원),699-82-00048,의료기관
2020,부산,북구,북부교육청,606-83-30697,실내주차장
2020,부산,북구,사이버칸 pc방,606-25-68698,PC영업시설
2020,부산,북구,산새소리어린이집,606-80-17354,어린이집
2020,부산,북구,삼한골든뷰,617-81-07061,실내주차장
2020,부산,북구,서광자연어린이집,606-80-12868,어린이집
2020,부산,북구,서울우리요양병원,521-97-01224,의료기관
2020,부산,북구,센트럴병원,620-82-10351,의료기관
2020,부산,북구,수정안과의원,606-96-05581,의료기관
2020,부산,북구,수정역,605-82-09189,지하역사
2020,부산,북구,숙등역,605-82-09189,지하역사
2020,부산,북구,숲속은성어린이집,606-80-04956,어린이집
2020,부산,북구,시원항병원,553-82-00228,의료기관
2020,부산,북구,아하브병원,606-82-08373,의료기관
2020,부산,북구,아하브요양병원,606-82-08387,의료기관
2020,부산,북구,어쌔신PC화명점,637-12-01463,PC영업시설
2020,부산,북구,엔젤인어린이집,315-80-01465,어린이집
2020,부산,북구,연우어르신의 집,606-82-13032,노인요양시설
2020,부산,북구,예담어린이집,702-80-00689,어린이집
2020,부산,북구,오아시스사우나,606-32-99165,목욕장
2020,부산,북구,율리역,605-82-09189,지하역사
2020,부산,북구,장선어린이집,606-82-02893,어린이집
2020,부산,북구,정화노인요양원,606-82-11766,노인요양시설
2020,부산,북구,제일행복한어린이집,606-80-16258,어린이집
2020,부산,북구,조은미즈 산후조리원,606-91-74104,산후조리원
2020,부산,북구,좋은리버뷰요양병원,606-82-12483,의료기관
2020,부산,북구,좋은장례식장,606-85-44308,장례식장
2020,부산,북구,㈜농협 부산경남유통 /n하나로클럽 부산점,606-85-17039,대규모점포
2020,부산,북구,㈜농협 부산경남유통 /n하나로클럽 부산점,606-85-17039,실내주차장
2020,부산,북구,창의글로벌어린이집,606-80-14866,어린이집
2020,부산,북구,청록만덕실버센터,606-82-09431,노인요양시설
2020,부산,북구,키즈킹덤어린이집,309-80-31135,어린이집
2020,부산,북구,편안함병원,402-93-17897,의료기관
2020,부산,북구,포도원 드림센터,606-82-67241,실내주차장
2020,부산,북구,포천초교 공영주차장,606-83-01571,실내주차장
2020,부산,북구,한국환경공단 부산울산경남지역본부,137-82-07000,실내주차장
2020,부산,북구,한사랑내과의원,606-96-10196,의료기관
2020,부산,북구,한솔어린이집,606-82-09504,어린이집
2020,부산,북구,해뜨락요양병원,501-82-08501,의료기관
2020,부산,북구,해뜨락요양원,606-82-13013,노인요양시설
2020,부산,북구,햇살가득한어린이집,606-80-07142,어린이집
2020,부산,북구,화명도서관,606-83-03910,도서관
2020,부산,북구,화명어린이집,606-82-02888,어린이집
2020,부산,북구,화명역,605-82-09189,지하역사
2020,부산,북구,화명일신기독병원,606-82-05416,의료기관
2020,부산,북구,화명일신기독병원조리원,539-82-00203,산후조리원
2020,부산,북구,화영어린이집,606-80-09742,어린이집
2020,부산,북구,효림어린이집,333-80-00595,어린이집
2020,부산,사상구,(주)르네시떼,606-81-18840,대규모점포
2020,부산,사상구,(주)미래도시(경동윈츠빌),607-82-93174,대규모점포
2020,부산,사상구,(주)영해종합시장,606-21-88492,대규모점포
2020,부산,사상구,(주)이마트 사상점,206-86-50913,대규모점포
2020,부산,사상구,3pop PC방,165-29-00614,PC영업시설
2020,부산,사상구,PC토랑,673-35-00251,PC영업시설
2020,부산,사상구,감로수요양병원,666-82-00164,의료기관
2020,부산,사상구,감전역,605-82-09189,지하역사
2020,부산,사상구,냉정역,605-82-09189,지하역사
2020,부산,사상구,냉정온천사우나 찜질방 스포츠,617-81-06854,목욕장
2020,부산,사상구,늘행복요양병원,602-96-50385,의료기관
2020,부산,사상구,다누림어린이집,606-80-14658,어린이집
2020,부산,사상구,덕포역,605-82-09189,지하역사
2020,부산,사상구,도담어린이집,606-80-09854,어린이집
2020,부산,사상구,동성럭키어린이집,606-80-02680,어린이집
2020,부산,사상구,롯데쇼핑(주)롯데마트사상점,606-85-21004,대규모점포
2020,부산,사상구,롯데시네마,606-85-18775,영화상영관
2020,부산,사상구,마트월드,606-82-60122,대규모점포
2020,부산,사상구,마트월드,206-86-50913,실내주차장
2020,부산,사상구,모덕역,605-82-09189,지하역사
2020,부산,사상구,모라역,605-82-09189,지하역사
2020,부산,사상구,부산한솔어린이집,606-80-15827,어린이집
2020,부산,사상구,부산근로복지공단어린이집,606-82-13634,어린이집
2020,부산,사상구,부산노인건강센터,606-82-60699,노인요양시설
2020,부산,사상구,부산산업용재유통상가,606-86-57678,실내주차장
2020,부산,사상구,부산산업용품상협동조합,605-82-04374,대규모점포
2020,부산,사상구,부산산업용품상협동조합,605-82-04374,실내주차장
2020,부산,사상구,부산서부시외버스터미널㈜,605-81-21736,여객자동차터미널
2020,부산,사상구,부산시립정신병원,606-82-10559,의료기관
2020,부산,사상구,부영병원,612-90-98614,의료기관
2020,부산,사상구,사상구 다누림센터,606-82-12858,실내주차장
2020,부산,사상구,사상도서관,606-83-30659,도서관
2020,부산,사상구,사상역,605-82-09189,지하역사
2020,부산,사상구,사상제일요양병원,606-82-08674,의료기관
2020,부산,사상구,삼인요양병원,606-91-91267,의료기관
2020,부산,사상구,서부산노인요양원,606-82-12237,노인요양시설
2020,부산,사상구,스파캐슬,606-11-84013,목욕장
2020,부산,사상구,신라대어린이집,606-82-31724,어린이집
2020,부산,사상구,아름스파,642-33-00234,실내주차장
2020,부산,사상구,아름스파,642-33-00234,목욕장
2020,부산,사상구,아이린 PC학장 본점,606-36-27539,PC영업시설
2020,부산,사상구,아이비어린이집,606-80-09247,어린이집
2020,부산,사상구,아이파크 PC방,635-48-00109,PC영업시설
2020,부산,사상구,아진어린이집,606-80-03525,어린이집
2020,부산,사상구,아테나PC방,266-13-00987,PC영업시설
2020,부산,사상구,양지어린이집,606-82-09519,어린이집
2020,부산,사상구,엄궁지하공영주차장,360-45-00470,실내주차장
2020,부산,사상구,엠존 PC방,606-16-26610,PC영업시설
2020,부산,사상구,연세시티병원,220-92-00220,의료기관
2020,부산,사상구,옥스PC 사상역점,467-14-00739,PC영업시설
2020,부산,사상구,욜로PC방,804-12-00502,PC영업시설
2020,부산,사상구,욜로PC방,804-12-00502,전시시설
2020,부산,사상구,우리병원,606-91-61706,의료기관
2020,부산,사상구,우신상가,606-82-13390,대규모점포
2020,부산,사상구,우주PC방,559-72-00227,PC영업시설
2020,부산,사상구,윤금노인요양원,606-82-07296,노인요양시설
2020,부산,사상구,의료법인 강혜의료재단 사랑의요양병원,606-82-11844,의료기관
2020,부산,사상구,의료법인 길정의료재단 길정병원,606-82-13288,의료기관
2020,부산,사상구,의료법인 길정의료재단 대남병원,606-82-31423,의료기관
2020,부산,사상구,의료법인 노송의료재단 시티요양병원,606-82-12144,의료기관
2020,부산,사상구,의료법인 은성의료재단 좋은부산요양병원,606-82-13008,의료기관
2020,부산,사상구,의료법인 은성의료재단 좋은주례요양병원,606-82-05245,의료기관
2020,부산,사상구,의료법인 주현의료재단 사상중앙요양병원,606-82-12862,의료기관
2020,부산,사상구,의료법인 효원의료재단 주례자연병원,606-82-11524,의료기관
2020,부산,사상구,의료법인 희경의료재단 한국요양병원,606-82-11470,의료기관
2020,부산,사상구,의료법인센텀의료재단 서부산센텀병원,617-82-07807,의료기관
2020,부산,사상구,의료법인영재의료재단 큰솔2병원,244-82-00265,의료기관
2020,부산,사상구,의료법인영재의료재단 큰솔병원,606-82-09595,의료기관
2020,부산,사상구,의료법인은성의료재단좋은삼선병원,606-82-31291,의료기관
2020,부산,사상구,의료법인주현의료재단사상중앙병원,606-82-06415,의료기관
2020,부산,사상구,의료법인지석의료재단 효성프라임요양병원,606-82-11918,의료기관
2020,부산,사상구,의료법인현백의료재단사상고려병원,297-82-00217,의료기관
2020,부산,사상구,재단법인 금성재단 강림요양병원,335-82-00033,의료기관
2020,부산,사상구,정향행복한마을,606-82-10336,노인요양시설
2020,부산,사상구,좋은삼선병원,606-82-31291,장례식장
2020,부산,사상구,주례고운어린이집,606-82-30180,어린이집
2020,부산,사상구,주례역,605-82-09189,지하역사
2020,부산,사상구,주례현대무지개 상가,606-82-60739,대규모점포
2020,부산,사상구,주식회사 애플아울렛,606-86-18938,대규모점포
2020,부산,사상구,㈜신세계이마트 사상점,206-86-50913,실내주차장
2020,부산,사상구,찬란한PC방,752-12-00574,PC영업시설
2020,부산,사상구,참조은실버요양원,606-82-10224,노인요양시설
2020,부산,사상구,청솔어린이집,606-80-04655,어린이집
2020,부산,사상구,크레용어린이집,606-80-08419,어린이집
2020,부산,사상구,하늘나리어린이집,232-82-67491,어린이집
2020,부산,사상구,하드캐리피씨방,408-23-29632,PC영업시설
2020,부산,사상구,학장반도보라프라자,606-82-04552,실내주차장
2020,부산,사상구,학장반도아파트상가,606-82-04552,대규모점포
2020,부산,사상구,학장성심요양병원,804-34-00561,의료기관
2020,부산,사상구,한국보훈복지의료공단 부산보훈병원,606-82-30991,장례식장
2020,부산,사상구,한국보훈복지의료공단 부산보훈병원,606-82-30991,의료기관
