연도,광역,시군구,시설명,사업자등록번호,시설군
2020,강원,강릉시,(주)경포솔향온천,127-86-57613,목욕장
2020,강원,강릉시,24시황실사우나,226-33-03247,목욕장
2020,강원,강릉시,강릉고려병원,226-82-03662,의료기관
2020,강원,강릉시,강릉고속버스터미널,219-81-01636,여객자동차터미널
2020,강원,강릉시,강릉교육문화관,226-83-03107,도서관
2020,강원,강릉시,강릉동인병원,226-82-01835,의료기관
2020,강원,강릉시,강릉동인병원,226-82-01835,장례식장
2020,강원,강릉시,강릉동인병원 장례식장,226-90-93776,장례식장
2020,강원,강릉시,강릉빛나라어린이집,226-82-12841,어린이집
2020,강원,강릉시,강릉삼성어린이집,226-80-04288,어린이집
2020,강원,강릉시,강릉시 기관,226-83-00245,도서관
2020,강원,강릉시,강릉시 기관,226-83-00245,어린이집
2020,강원,강릉시,강릉시 기관,226-83-00245,박물관
2020,강원,강릉시,강릉시보건소,226-83-00264,의료기관
2020,강원,강릉시,강릉시외버스터미널,226-81-00066,여객자동차터미널
2020,강원,강릉시,강릉아나병원,226-82-12614,의료기관
2020,강원,강릉시,강릉아산병원,226-82-04297,의료기관
2020,강원,강릉시,강릉아산병원,226-82-04297,장례식장
2020,강원,강릉시,강릉어린이집,226-82-02246,어린이집
2020,강원,강릉시,강릉연세요양병원,226-90-52421,의료기관
2020,강원,강릉시,강릉요양병원,226-82-15324,의료기관
2020,강원,강릉시,강릉원주대학교치과병원,226-82-10052,의료기관
2020,강원,강릉시,강릉원주대학교해람어린이집,321-80-01344,어린이집
2020,강원,강릉시,강릉율곡병원,616-96-06573,의료기관
2020,강원,강릉시,강릉의료원,226-82-02057,의료기관
2020,강원,강릉시,강릉효도마을,226-82-10654,노인요양시설
2020,강원,강릉시,교보리얼코(주)강릉,102-81-12136,실내주차장
2020,강원,강릉시,궁전보석사우나,226-01-66862,목욕장
2020,강원,강릉시,꿈동산숲어린이집,226-80-15295,어린이집
2020,강원,강릉시,늘사랑어린이집,226-82-10839,어린이집
2020,강원,강릉시,대관령24시불한증막사우나,581-05-00256,목욕장
2020,강원,강릉시,대륙사우나,217-38-00237,목욕장
2020,강원,강릉시,독립예술극장 신영,226-82-61420,영화상영관
2020,강원,강릉시,동부시장,226-82-68777,대규모점포
2020,강원,강릉시,동아찜질방,226-03-90293,목욕장
2020,강원,강릉시,라카이샌드파인리조트,214-81-05054,실내주차장
2020,강원,강릉시,명지어린이집,226-82-03963,어린이집
2020,강원,강릉시,미디어촌6단지어린이집,456-83-00040,어린이집
2020,강원,강릉시,보람어린이집,226-80-02602,어린이집
2020,강원,강릉시,사회복지법인소훈어린이집,226-82-10353,어린이집
2020,강원,강릉시,상아어린이집,226-89-02696,어린이집
2020,강원,강릉시,서부시장,226-82-01908,대규모점포
2020,강원,강릉시,석현어린이집,226-80-03178,어린이집
2020,강원,강릉시,성덕어린이집,226-82-02299,어린이집
2020,강원,강릉시,성산어린이집,226-82-10746,어린이집
2020,강원,강릉시,세가온산후조리원,226-90-89122,산후조리원
2020,강원,강릉시,세인트존스호텔,116-81-37932,목욕장
2020,강원,강릉시,세인트존스호텔,116-81-37932,실내주차장
2020,강원,강릉시,송원찜질방,226-15-60768,목욕장
2020,강원,강릉시,스카이베이 실내주차장,604-88-00718,실내주차장
2020,강원,강릉시,아이앤맘산후조리원,226-12-11363,산후조리원
2020,강원,강릉시,에이스24시건강스파랜드,109-81-80557,목욕장
2020,강원,강릉시,엠지엠호텔사우나,269-02-00184,목욕장
2020,강원,강릉시,열린어린이집,226-82-10315,어린이집
2020,강원,강릉시,영광어린이집,226-82-10616,어린이집
2020,강원,강릉시,예뜨랑어린이집,226-80-05986,어린이집
2020,강원,강릉시,예쁜꼬마어린이집,226-80-06928,어린이집
2020,강원,강릉시,예원숲어린이집,226-80-06006,어린이집
2020,강원,강릉시,오대산성모요양원,226-80-13865,노인요양시설
2020,강원,강릉시,오션스파,226-11-44284,목욕장
2020,강원,강릉시,오아시스찜질방,226-04-97895,목욕장
2020,강원,강릉시,오죽헌박물관,226-83-10063,박물관
2020,강원,강릉시,옥천어린이집,226-83-10495,어린이집
2020,강원,강릉시,옹쓰리PC방,226-12-05648,PC영업시설
2020,강원,강릉시,우석어린이집,226-80-10795,어린이집
2020,강원,강릉시,이마트 강릉점,206-86-50913,대규모점포
2020,강원,강릉시,이마트 강릉점,206-86-50913,실내주차장
2020,강원,강릉시,인디고PC방,562-13-00401,PC영업시설
2020,강원,강릉시,㈜CGV강릉지점,104-81-45690,영화상영관
2020,강원,강릉시,중앙시장,226-82-01010,대규모점포
2020,강원,강릉시,중앙어린이집,226-80-02499,어린이집
2020,강원,강릉시,착한몬테소리어린이집,226-80-03334,어린이집
2020,강원,강릉시,청송어린이집,420-80-00303,어린이집
2020,강원,강릉시,초당어린이집,226-82-12410,어린이집
2020,강원,강릉시,킨더스쿨어린이집,226-80-10612,어린이집
2020,강원,강릉시,푸른솔어린이집,226-80-02688,어린이집
2020,강원,강릉시,한국철도공사 강릉역,314-82-10024,철도역사
2020,강원,강릉시,한빛마을,226-82-13535,노인요양시설
2020,강원,강릉시,한울어린이집,226-82-04356,어린이집
2020,강원,강릉시,한화생명보험㈜강릉사옥,116-81-13925,실내주차장
2020,강원,강릉시,햇빛사랑어린이집,226-80-11737,어린이집
2020,강원,강릉시,호텔탑스텐 실내주차장,568-85-00750,실내주차장
2020,강원,강릉시,홈플러스,220-81-60348,실내주차장
2020,강원,강릉시,홈플러스,220-81-60348,대규모점포
2020,강원,고성군,DMZ박물관,227-83-03736,박물관
2020,강원,고성군,간성어린이집,227-82-00862,어린이집
2020,강원,고성군,고성 까리따스마태오요양원,227-82-07021,노인요양시설
2020,강원,고성군,고성소망요양원,227-82-07642,노인요양시설
2020,강원,고성군,고성연화마을,227-82-10074,노인요양시설
2020,강원,고성군,금강산콘도 지하주차장,227-81-01923,실내주차장
2020,강원,고성군,아이파크콘도 지하주차장,114-81-58853,실내주차장
2020,강원,고성군,아젤리아,227-81-09871,목욕장
2020,강원,동해시,근로복지공단어린이집,222-82-04432,어린이집
2020,강원,동해시,금강산건강랜드,410-85-51718,목욕장
2020,강원,동해시,대동튼튼나라어린이집,222-82-03942,어린이집
2020,강원,동해시,동명어린이집,222-80-07003,어린이집
2020,강원,동해시,동성프라자/n㈜교하,222-85-03638,대규모점포
2020,강원,동해시,동해 해양경비안전본부어린이집,222-89-03975,어린이집
2020,강원,동해시,동해금강요양병원,222-90-18983,의료기관
2020,강원,동해시,동해동인병원,222-82-01584,의료기관
2020,강원,동해시,동해보건소,222-83-02218,의료기관
2020,강원,동해시,동해산재병원,222-82-01755,의료기관
2020,강원,동해시,동해시노인요양원,473-82-00091,노인요양시설
2020,강원,동해시,동해이레요양병원,222-82-06478,의료기관
2020,강원,동해시,동해한마음병원,222-90-52206,의료기관
2020,강원,동해시,동호어린이집,222-82-02550,어린이집
2020,강원,동해시,롯데쇼핑(주)롯데시네마동해,827-85-00251,영화상영관
2020,강원,동해시,부영어린이집,222-80-03496,어린이집
2020,강원,동해시,빛선교어린이집,222-80-05010,어린이집
2020,강원,동해시,삼화사 노인요양원,222-82-08267,노인요양시설
2020,강원,동해시,열린어린이집,222-82-04112,어린이집
2020,강원,동해시,우주어린이집,222-80-03521,어린이집
2020,강원,동해시,월드pc방,222-08-79592,PC영업시설
2020,강원,동해시,월드PC방,604-25-55386,학원
2020,강원,동해시,월드PC방,604-25-55386,PC영업시설
2020,강원,동해시,웰빙pc방동해점,222-06-25656,PC영업시설
2020,강원,동해시,의료법인 기호의료재단 동해요양병원,577-82-00068,노인요양시설
2020,강원,동해시,이레마을노인요양원,222-82-05033,노인요양시설
2020,강원,동해시,이마트 동해점,206-86-50913,대규모점포
2020,강원,동해시,이지PC방,222-09-63379,PC영업시설
2020,강원,동해시,인디고PC방,843-33-00671,PC영업시설
2020,강원,동해시,인터세븐 pc방,222-06-37017,PC영업시설
2020,강원,동해시,지혜어린이집,222-82-03812,어린이집
2020,강원,동해시,천곡어린이집,222-89-00890,어린이집
2020,강원,동해시,천곡중앙어린이집,222-82-03850,어린이집
2020,강원,동해시,컨벤션보양온천,502-81-42903,목욕장
2020,강원,동해시,한나어린이집,222-82-04179,어린이집
2020,강원,동해시,한솔어린이집,222-80-04103,어린이집
2020,강원,동해시,화정원,222-05-46940,목욕장
2020,강원,삼척시,가람영화관,222-82-02716,영화상영관
2020,강원,삼척시,강원도 삼척의료원,222-82-01906,의료기관
2020,강원,삼척시,강원도 삼척의료원,222-82-01906,산후조리원
2020,강원,삼척시,강원도 삼척의료원,222-82-01906,장례식장
2020,강원,삼척시,강원종합박물관,222-82-05426,박물관
2020,강원,삼척시,대명레저산업(쏠비치호텔앤리조트삼척),699-85-00317,목욕장
2020,강원,삼척시,동산복지마을요양원,222-82-07410,노인요양시설
2020,강원,삼척시,미라어린이집,222-80-01784,어린이집
2020,강원,삼척시,삼척교육문화관,222-83-03667,도서관
2020,강원,삼척시,삼척별나라어린이집,215-82-76393,어린이집
2020,강원,삼척시,삼척병원,222-82-03689,의료기관
2020,강원,삼척시,삼척시보건소,222-83-02993,의료기관
2020,강원,삼척시,삼척어린이집,222-82-04091,어린이집
2020,강원,삼척시,삼척효도노인요양원,222-82-08331,노인요양시설
2020,강원,삼척시,아이비스PC,207-20-91492,PC영업시설
2020,강원,삼척시,아이센리그PC,000-00-00000,PC영업시설
2020,강원,삼척시,오렌지카운티 노인요양원,222-82-06615,노인요양시설
2020,강원,삼척시,홈플러스 삼척점,222-81-60348,대규모점포
2020,강원,삼척시,홈플러스 삼척점,222-81-60348,실내주차장
2020,강원,속초시,CIS 주니어학원,227-00-00000,학원
2020,강원,속초시,PC토랑,227-00-00000,PC영업시설
2020,강원,속초시,국립산악박물관,210-82-09905,박물관
2020,강원,속초시,기쁜어린이집,136-82-60453,어린이집
2020,강원,속초시,꿈돌이어린이집,227-80-00780,어린이집
2020,강원,속초시,라마다속초호텔,241-86-00852,실내주차장
2020,강원,속초시,롯데리조트속초,855-85-00450,실내주차장
2020,강원,속초시,롯데리조트속초,855-85-00450,목욕장
2020,강원,속초시,메가박스 속초점,227-05-71712,영화상영관
2020,강원,속초시,반야노인요양원,227-82-06361,노인요양시설
2020,강원,속초시,반야어린이집,227-82-09446,어린이집
2020,강원,속초시,성암노인복지센터,227-00-00000,노인요양시설
2020,강원,속초시,속초국제여객선터미널,493-86-00017,항만시설
2020,강원,속초시,속초보광병원,227-00-00000,의료기관
2020,강원,속초시,속초스파랜드,227-81-14087,목욕장
2020,강원,속초시,속초시립박물관,227-83-03546,박물관
2020,강원,속초시,속초시지원협의체주민편익시설사우나찜질방,227-00-00000,목욕장
2020,강원,속초시,속초오션스파,227-06-69436,목욕장
2020,강원,속초시,속초우리요양병원,104-82-13384,노인요양시설
2020,강원,속초시,속초의료원,227-82-00595,의료기관
2020,강원,속초시,속초종합중앙시장번영회,227-80-00422,대규모점포
2020,강원,속초시,속초해수피아,227-06-56697,목욕장
2020,강원,속초시,실리카설악스파,227-00-00000,목욕장
2020,강원,속초시,아남프라자,227-80-00515,실내주차장
2020,강원,속초시,아남프라자,227-80-00515,대규모점포
2020,강원,속초시,아이사랑어린이집,227-80-01402,어린이집
2020,강원,속초시,은강어린이집,227-82-05343,어린이집
2020,강원,속초시,이마트 속초점,206-86-50913,대규모점포
2020,강원,속초시,이마트 속초점,206-86-50913,실내주차장
2020,강원,속초시,정요양병원,227-90-21386,의료기관
2020,강원,속초시,조양어린이집,227-80-04675,어린이집
2020,강원,속초시,하누리중앙산후조리원,227-00-00000,산후조리원
2020,강원,속초시,한슬어린이집,443-80-00591,어린이집
2020,강원,속초시,한화호텔앤드리조트(워터피아),101-81-30747,목욕장
2020,강원,속초시,한화호텔앤드리조트(워터피아),101-81-30747,영화상영관
2020,강원,속초시,해마루어린이집,227-90-54422,어린이집
2020,강원,속초시,호텔스파스토리,211-87-08850,목욕장
2020,강원,속초시,호텔스파스토리,211-87-08850,실내주차장
2020,강원,양구군,꽃사슴어린이집,221-82-06586,어린이집
2020,강원,양구군,박수근미술관,221-83-04305,박물관
2020,강원,양구군,성심노인전문요양원행복한사람들,221-82-13641,노인요양시설
2020,강원,양구군,아름다운동행요양원,221-82-13281,노인요양시설
2020,강원,양구군,양구군공공산후조리원,627-82-00266,산후조리원
2020,강원,양구군,양구노인전문요양원,221-82-62706,노인요양시설
2020,강원,양구군,양구어린이집,221-83-04305,어린이집
2020,강원,양구군,양구푸르니어린이집,221-80-31252,어린이집
2020,강원,양구군,양록어린이집,221-82-04948,어린이집
2020,강원,양구군,정중앙시네마,221-83-04305,영화상영관
2020,강원,양양군,강현어린이집,227-82-60045,어린이집
2020,강원,양양군,낙산요양원,227-82-07526,노인요양시설
2020,강원,양양군,성산사랑마을요양원,227-82-09994,노인요양시설
2020,강원,양양군,양양국제공항,227-85-06678,공항시설
2020,강원,영월군,내성어린이집,225-82-15258,어린이집
2020,강원,영월군,레스트스파,225-04-53496,목욕장
2020,강원,영월군,영월 노인전문요양원,225-82-16636,노인요양시설
2020,강원,영월군,영월 예가노인전문요양원,225-82-18032,노인요양시설
2020,강원,영월군,영월군 노인요양원,225-82-17940,노인요양시설
2020,강원,영월군,영월보건소,225-83-00131,의료기관
2020,강원,영월군,영월시네마,198-82-00021,영화상영관
2020,강원,영월군,영월의료원,225-82-01813,장례식장
2020,강원,영월군,영월의료원,225-82-01813,의료기관
2020,강원,원주시,(주)대성사우나,541-87-00439,목욕장
2020,강원,원주시,(주)아프리카TV PC방 원주점,135-87-01233,PC영업시설
2020,강원,원주시,21세기병원,224-91-07567,의료기관
2020,강원,원주시,3POP PC방,326-17-00889,PC영업시설
2020,강원,원주시,CGV원주관,104-81-45690,영화상영관
2020,강원,원주시,CGV원주점,119-82-06809,영화상영관
2020,강원,원주시,KORES어린이집,723-80-00347,어린이집
2020,강원,원주시,KT원주연수원,102-81-42945,실내주차장
2020,강원,원주시,가온요양원,224-82-14635,노인요양시설
2020,강원,원주시,강남키즈랜드어린이집,224-80-18049,어린이집
2020,강원,원주시,강원도원주의료원,224-82-02707,장례식장
2020,강원,원주시,강원도원주의료원,224-82-02707,의료기관
2020,강원,원주시,건강보험심사평가원(1사옥),105-82-11787,실내주차장
2020,강원,원주시,건강보험심사평가원(2사옥),105-82-11787,실내주차장
2020,강원,원주시,건강보험심사평가원어린이집,641-80-00180,어린이집
2020,강원,원주시,건강보험어린이집,585-80-00288,어린이집
2020,강원,원주시,국민건강보험공단 실내주차장,105-82-11133,실내주차장
2020,강원,원주시,국민건강보험공단어린이집,585-80-00088,어린이집
2020,강원,원주시,꿈모아아이사랑어린이집,224-80-24935,어린이집
2020,강원,원주시,나라키움 원주통합청사,220-82-03403,실내주차장
2020,강원,원주시,내안에병원,224-90-30396,의료기관
2020,강원,원주시,노인요양원사랑의집,224-82-05155,노인요양시설
2020,강원,원주시,다예몬테소리어린이집,224-80-20225,어린이집
2020,강원,원주시,다현요양센터,224-80-24575,노인요양시설
2020,강원,원주시,대성인터스파,224-15-64884,영화상영관
2020,강원,원주시,대성인터스파,224-15-64884,목욕장
2020,강원,원주시,더엑스PC 원주센텀점,637-04-01435,PC영업시설
2020,강원,원주시,동순요양원,224-80-26587,노인요양시설
2020,강원,원주시,동심의세계어린이집,224-80-02789,어린이집
2020,강원,원주시,동화속어린이집,111-82-60454,어린이집
2020,강원,원주시,로얄사우나,224-05-96368,목욕장
2020,강원,원주시,롯데쇼핑(주)롯데마트원주점,224-85-23095,대규모점포
2020,강원,원주시,롯데시네마 남원주관,313-87-00979,영화상영관
2020,강원,원주시,롯데시네마 무실점,134-81-98131,영화상영관
2020,강원,원주시,메가박스원주관,123-81-94682,영화상영관
2020,강원,원주시,메가박스원주센트럴점,151-87-00459,영화상영관
2020,강원,원주시,무실꿈동산어린이집,224-80-23203,어린이집
2020,강원,원주시,무실어린이집,224-82-05738,어린이집
2020,강원,원주시,문막요양병원,292-82-00338,노인요양시설
2020,강원,원주시,미래산후조리원,183-88-00623,산후조리원
2020,강원,원주시,미즈산후조리원,384-99-00260,산후조리원
2020,강원,원주시,바오르어린이집,224-82-04549,어린이집
2020,강원,원주시,별밭어린이집,224-80-05976,어린이집
2020,강원,원주시,별밭어린이집,227-80-05976,어린이집
2020,강원,원주시,보건소,224-83-00180,장례식장
2020,강원,원주시,보건소,224-83-00180,의료기관
2020,강원,원주시,보듬산내들어린이집,224-80-23483,어린이집
2020,강원,원주시,보람어린이집,224-80-19621,어린이집
2020,강원,원주시,봉산어린이집,224-82-04971,어린이집
2020,강원,원주시,봉화산푸르지오어린이집,162-80-01240,어린이집
2020,강원,원주시,부승노인전문요양원,224-85-27219,노인요양시설
2020,강원,원주시,부승노인전문요양원본점,235-85-00490,노인요양시설
2020,강원,원주시,사랑마루요양원,272-80-00460,노인요양시설
2020,강원,원주시,사랑복지센터 요양원,808-80-02156,노인요양시설
2020,강원,원주시,사랑복지센터 요양원,808-80-02156,의료기관
2020,강원,원주시,상애노인전문요양원,224-82-11282,노인요양시설
2020,강원,원주시,상애원,224-82-11278,노인요양시설
2020,강원,원주시,상지대학교부속한방병원,224-82-07911,의료기관
2020,강원,원주시,상지헬스사우나,224-13-70121,목욕장
2020,강원,원주시,새마음병원,224-82-11394,의료기관
2020,강원,원주시,새봄산후조리원,224-10-47385,산후조리원
2020,강원,원주시,새빛어린이집,224-80-20486,어린이집
2020,강원,원주시,새빛어린이집,224-80-20456,어린이집
2020,강원,원주시,서강어린이집,224-82-03860,어린이집
2020,강원,원주시,성문노인전문요양원,224-82-14028,노인요양시설
2020,강원,원주시,세일병원,224-90-77197,의료기관
2020,강원,원주시,소담요양원,431-80-00467,노인요양시설
2020,강원,원주시,송이어린이집,224-80-22669,어린이집
2020,강원,원주시,숲속나라어린이집,816-80-00014,어린이집
2020,강원,원주시,시민문화센터,224-83-04658,실내주차장
2020,강원,원주시,신창의료재단원주에이치병원,224-82-14713,의료기관
2020,강원,원주시,아뜰리에어린이집,224-80-22617,어린이집
2020,강원,원주시,아이비어린이집,224-80-23936,어린이집
2020,강원,원주시,아이써밋어린이집,224-80-00427,어린이집
2020,강원,원주시,에이케이에스앤디(주)AK원주점,224-85-23362,실내주차장
2020,강원,원주시,에이케이에스앤디(주)AK원주점,224-85-23362,대규모점포
2020,강원,원주시,에이케이에스앤디㈜ AK원주점,221-85-23362,실내주차장
2020,강원,원주시,엔젤어린이집,224-89-00993,어린이집
2020,강원,원주시,역사박물관,224-83-04376,박물관
2020,강원,원주시,연세대학교원주세브란스기독병원,224-82-02992,실내주차장
2020,강원,원주시,연세대학교원주세브란스기독병원,224-82-02992,의료기관
2020,강원,원주시,연세동심요양원,273-80-00236,노인요양시설
2020,강원,원주시,연세로얄요양원,224-80-27188,노인요양시설
2020,강원,원주시,연세메디하임병원,755-97-00207,의료기관
2020,강원,원주시,연세순풍산후조리원,306-95-40172,산후조리원
2020,강원,원주시,연세요양병원,224-96-01869,의료기관
2020,강원,원주시,영강어린이집,224-80-06882,어린이집
2020,강원,원주시,영광병원,224-90-84437,의료기관
2020,강원,원주시,영신24시불가마사우나,124-09-96557,목욕장
2020,강원,원주시,영진어린이집,224-82-05698,어린이집
2020,강원,원주시,예담요양시설,224-80-25628,노인요양시설
2020,강원,원주시,예라어린이집,224-80-14984,어린이집
2020,강원,원주시,예찬어린이집,224-82-08259,어린이집
2020,강원,원주시,우산어린이집,224-80-01631,어린이집
2020,강원,원주시,원주 아쿠아랜드,224-81-36646,목욕장
2020,강원,원주시,원주경찰서어린이집,306-82-67977,어린이집
2020,강원,원주시,원주고속터미널,120-87-62427,여객자동차터미널
2020,강원,원주시,원주교육문화관,224-83-03095,도서관
2020,강원,원주시,원주그린병원,224-82-15008,의료기관
2020,강원,원주시,원주남부시장,224-82-02314,대규모점포
2020,강원,원주시,원주노인보금자리2,224-80-24920,노인요양시설
2020,강원,원주시,원주동심요양원,815-80-01209,노인요양시설
2020,강원,원주시,원주민중요양병원,224-82-12791,의료기관
2020,강원,원주시,원주바른요양병원,225-82-15641,의료기관
2020,강원,원주시,원주보듬이나눔어린이집,224-80-28343,어린이집
2020,강원,원주시,원주불가마보석사우나,224-14-39068,목욕장
2020,강원,원주시,원주불로병원,159-95-00574,의료기관
2020,강원,원주시,원주삼성어린이집,224-80-03944,어린이집
2020,강원,원주시,원주성모병원,224-82-13261,의료기관
2020,강원,원주시,원주센텀병원,113-94-56769,의료기관
2020,강원,원주시,원주시립중앙도서관,224-83-04658,도서관
2020,강원,원주시,원주시외버스터미널,224-81-00022,여객자동차터미널
2020,강원,원주시,원주시청실내주차장,224-83-00026,실내주차장
2020,강원,원주시,원주시청어린이집,224-80-09050,어린이집
2020,강원,원주시,원주실버요양센터,224-80-26326,노인요양시설
2020,강원,원주시,원주실버요양원,224-82-12957,노인요양시설
2020,강원,원주시,원주아가어린이집,224-80-03342,어린이집
2020,강원,원주시,원주연세병원,386-93-00323,의료기관
2020,강원,원주시,원주요양원,224-82-16647,노인요양시설
2020,강원,원주시,원주우리병원,224-90-42970,의료기관
2020,강원,원주시,원주우체국,101-83-02925,실내주차장
2020,강원,원주시,원주원예농협하나로클럽,224-82-07357,대규모점포
2020,강원,원주시,원주제일전문요양원,224-82-13733,노인요양시설
2020,강원,원주시,원주카톨릭병원,224-82-10376,의료기관
2020,강원,원주시,원주퍼스티지더올림오피스텔 실내주차장,744-08-01571,실내주차장
2020,강원,원주시,원주프리미엄아울렛,224-80-02907,대규모점포
2020,강원,원주시,원주한마음요양병원,224-82-15779,의료기관
2020,강원,원주시,원주한지테마파크,224-82-06931,박물관
2020,강원,원주시,웨스포어린이집,224-82-06421,어린이집
2020,강원,원주시,웰빙24시불가마사우나,224-14-43674,목욕장
2020,강원,원주시,율산후조리원,224-91-08815,산후조리원
2020,강원,원주시,의료법인성지의료재단성지병원,224-82-07089,의료기관
2020,강원,원주시,이마트원주점,206-86-50913,대규모점포
2020,강원,원주시,일야미어린이집,224-82-13451,어린이집
2020,강원,원주시,정병원,224-90-51334,의료기관
2020,강원,원주시,주식회사 상지종합복지센터,814-86-00548,노인요양시설
2020,강원,원주시,중평어린이집,224-80-01081,어린이집
2020,강원,원주시,지하도상가,224-83-00026,지하도상가
2020,강원,원주시,짱PC,424-19-00192,PC영업시설
2020,강원,원주시,참된어린이집,224-80-07445,어린이집
2020,강원,원주시,천사노인요양원,224-82-11996,노인요양시설
2020,강원,원주시,천지사우나,493-28-00093,목욕장
2020,강원,원주시,청담,769-01-00294,목욕장
2020,강원,원주시,큰별어린이집,224-80-00516,어린이집
2020,강원,원주시,터미널pc방,224-07-52535,PC영업시설
2020,강원,원주시,통일어린이집,224-80-19145,어린이집
2020,강원,원주시,팝콘PC cafe,751-02-00228,PC영업시설
2020,강원,원주시,펀펀PC,213-04-37168,PC영업시설
2020,강원,원주시,푸른숲으로어린이집,224-80-22602,어린이집
2020,강원,원주시,프라임어린이집,224-80-23218,어린이집
2020,강원,원주시,프리티가든 산후조리원,812-88-01341,산후조리원
2020,강원,원주시,하나어린이집,224-82-08623,어린이집
2020,강원,원주시,한솔문화재단,211-82-11985,박물관
2020,강원,원주시,한솔어린이집,224-80-02362,어린이집
2020,강원,원주시,해오름어린이집,224-82-07172,어린이집
2020,강원,원주시,해오름영재어린이집,224-80-21020,어린이집
2020,강원,원주시,햇빛어린이집,224-80-21544,어린이집
2020,강원,원주시,현대요양원,150-07-00060,의료기관
2020,강원,원주시,홈플러스 원주점,220-81-60348,대규모점포
2020,강원,원주시,홈플러스 원주점,220-81-60348,실내주차장
2020,강원,원주시,홈플러스원주점,220-81-60348,대규모점포
2020,강원,원주시,흥업어린이집,224-82-13465,어린이집
2020,강원,인제군,기린어린이집,223-82-02418,어린이집
2020,강원,인제군,로카PC방,717-21-00160,PC영업시설
2020,강원,인제군,빛나라 어린이집,616-82-92072,어린이집
2020,강원,인제군,새사랑 어린이집,223-82-03076,어린이집
2020,강원,인제군,서화어린이집,223-82-02121,어린이집
2020,강원,인제군,신남어린이집,223-82-02155,어린이집
2020,강원,인제군,실버홈노인요양원,223-82-03756,노인요양시설
2020,강원,인제군,아로마2PC방,271-07-00431,PC영업시설
2020,강원,인제군,애플pc방,306-14-50195,PC영업시설
2020,강원,인제군,을지어린이집,228-02-12354,어린이집
2020,강원,인제군,인제CGV,223-82-04890,영화상영관
2020,강원,인제군,인제보건소,223-83-00270,의료기관
2020,강원,인제군,참사랑 어린이집,223-80-00376,어린이집
2020,강원,정선군,강원랜드,225-81-10770,실내주차장
2020,강원,정선군,고한시네마,167-82-00255,영화상영관
2020,강원,정선군,근로복지공단정선병원,225-82-02035,의료기관
2020,강원,정선군,메이힐스남여사우나찜질방,225-85-04034,목욕장
2020,강원,정선군,못골찜질방,214-02-72150,목욕장
2020,강원,정선군,밸리콘도주차장,225-85-02429,실내주차장
2020,강원,정선군,벧엘동산,226-80-04008,노인요양시설
2020,강원,정선군,봉양어린이집,225-82-02748,어린이집
2020,강원,정선군,사북어린이집,225-82-61164,어린이집
2020,강원,정선군,새빛어린이집,225-82-15262,어린이집
2020,강원,정선군,아리아리 정선시네마,527-82-00118,영화상영관
2020,강원,정선군,임계어린이집,226-82-04133,어린이집
2020,강원,정선군,정선군노인요양원,225-82-62881,노인요양시설
2020,강원,정선군,정선군립병원,588-82-00224,의료기관
2020,강원,정선군,정선군보건소,225-83-01391,의료기관
2020,강원,정선군,정선실버하우스요양원,225-82-64254,노인요양시설
2020,강원,정선군,정선어린이집,225-82-61131,어린이집
2020,강원,정선군,큰빛나라어린이집,225-82-02938,어린이집
2020,강원,정선군,파크로쉬 리조트엔웰니스,402-85-35925,실내주차장
2020,강원,정선군,해뜨는 어린이집,225-82-15845,어린이집
2020,강원,정선군,황실사우나,222-81-20487,목욕장
2020,강원,철원군,고려어린이집,127-89-02502,어린이집
2020,강원,철원군,공립새롬어린이집,127-80-03890,어린이집
2020,강원,철원군,뉴아이뜨리어린이집,657-80-00977,어린이집
2020,강원,철원군,몬띠노인요양원,127-82-20350,노인요양시설
2020,강원,철원군,무지개어린이집,127-82-08318,어린이집
2020,강원,철원군,보배어린이집,127-80-05597,어린이집
2020,강원,철원군,본아미어린이집,127-80-32911,어린이집
2020,강원,철원군,작은영화관 뚜루,669-82-00106,영화상영관
2020,강원,철원군,작은영화관 삼부연,669-82-00106,영화상영관
2020,강원,철원군,㈜귀뚜라미랜드(한탄리버스파호텔),127-85-39938,목욕장
2020,강원,철원군,철원군공공산후조리원,763-96-00900,산후조리원
2020,강원,철원군,철원군노인전문요양원,222-82-09679,노인요양시설
2020,강원,철원군,철원병원,447-95-00506,의료기관
2020,강원,철원군,철원요양병원,127-82-19455,노인요양시설
2020,강원,철원군,캐슬PC방,231-01-03097,PC영업시설
2020,강원,철원군,행복한요양원,231-82-00139,노인요양시설
2020,강원,철원군,효림어린이집,127-82-11550,어린이집
2020,강원,춘천시,CGV 춘천,104-81-45690,영화상영관
2020,강원,춘천시,CGV춘천명동,221-81-45001,영화상영관
2020,강원,춘천시,E다운영재스쿨어린이집,349-80-01401,어린이집
2020,강원,춘천시,강남병원,221-82-09564,의료기관
2020,강원,춘천시,강원경찰청직장어린이집,453-80-00564,어린이집
2020,강원,춘천시,강원대학교병원,221-82-08323,노인요양시설
2020,강원,춘천시,강원대학교병원,221-82-08323,의료기관
2020,강원,춘천시,강원대학교어린이집,221-80-24163,어린이집
2020,강원,춘천시,강원도재활병원,221-82-10983,의료기관
2020,강원,춘천시,강원도청범이곰이어린이집,221-80-25648,어린이집
2020,강원,춘천시,강촌노인요양원,221-82-16105,노인요양시설
2020,강원,춘천시,국립춘천박물관,221-83-06021,박물관
2020,강원,춘천시,국립춘천병원,221-83-05018,의료기관
